 Absolute and relative mass balance error for water and solute transport 

    Time [T]   WatVol [V]  WatBalT [V]  WatBalR [%]  ww [V]  wCumT [V]  WatVol-wVolI[V]   wCumA[V]    Deltaw[V]   TotalRootFlow [V/T]  TotRadialFlow [V/T]
      0.8250  3.19902E+01 -3.39667E-09  7.24092E-07  4.69094E-01  4.69094E-01 -4.69094E-01  4.69094E-01  4.69094E-01  2.52500E-01  2.52500E-01
      0.8500  3.19786E+01 -6.24384E-09  1.29896E-06  4.80680E-01  4.80680E-01 -4.80680E-01  4.80680E-01  4.80680E-01  2.45000E-01  2.45000E-01
      0.8750  3.19672E+01 -9.08268E-09  1.84584E-06  4.92063E-01  4.92063E-01 -4.92063E-01  4.92063E-01  4.92063E-01  2.37500E-01  2.37500E-01
      0.9000  3.19561E+01 -1.24020E-08  2.46441E-06  5.03243E-01  5.03243E-01 -5.03243E-01  5.03243E-01  5.03243E-01  2.30000E-01  2.30000E-01
      0.9250  3.19451E+01 -2.85171E-08  5.54567E-06  5.14222E-01  5.14222E-01 -5.14222E-01  5.14222E-01  5.14222E-01  2.22500E-01  2.22500E-01
      0.9500  3.19343E+01 -4.60696E-08  8.77520E-06  5.24998E-01  5.24998E-01 -5.24998E-01  5.24998E-01  5.24998E-01  2.15000E-01  2.15000E-01
      1.0000  3.19136E+01 -3.34936E-08  6.13726E-06  5.45742E-01  5.45742E-01 -5.45742E-01  5.45742E-01  5.45742E-01  2.00000E-01  2.00000E-01
      1.0250  3.19032E+01 -5.52158E-08  9.92913E-06  5.56100E-01  5.56099E-01 -5.56100E-01  5.56099E-01  5.56100E-01  2.00000E-01  2.00000E-01
      1.0500  3.18929E+01  1.80971E-07  3.19485E-05  5.66444E-01  5.66444E-01 -5.66444E-01  5.66444E-01  5.66444E-01  2.00010E-01  2.00010E-01
      1.0750  3.18825E+01  1.56334E-07  2.71049E-05  5.76773E-01  5.76773E-01 -5.76773E-01  5.76773E-01  5.76773E-01  2.00000E-01  2.00000E-01
      1.1000  3.18722E+01  2.02943E-07  3.45677E-05  5.87089E-01  5.87089E-01 -5.87089E-01  5.87089E-01  5.87089E-01  2.00003E-01  2.00003E-01
      1.1250  3.18619E+01  1.76711E-07  2.95806E-05  5.97390E-01  5.97390E-01 -5.97389E-01  5.97390E-01  5.97389E-01  2.00000E-01  2.00000E-01
      1.1500  3.18516E+01  1.87472E-07  3.08505E-05  6.07677E-01  6.07677E-01 -6.07677E-01  6.07677E-01  6.07677E-01  2.00001E-01  2.00001E-01
      1.1750  3.18413E+01  2.21057E-07  3.57725E-05  6.17951E-01  6.17951E-01 -6.17951E-01  6.17951E-01  6.17951E-01  2.00002E-01  2.00002E-01
